loan_ref,product_code,date_approved,date_disbursed,first_payment_due,maturity_date,amount_usd,annual_rate_pct,term_months,payment_frequency,loan_purpose,client_gender,client_dob,marital_status,num_dependents,employment_sector,months_at_employer,monthly_income_usd,existing_obligations,collateral_type,disbursement_channel,province,defaulted
BB58558,0,7/4/2025,16/4/2025,28/5/2025,11/4/2026,1049.96,14.06,12,Bi-Weekly,Farming_Inputs,Male,9-Sep-80,Married,,Agriculture,109,259.29,8,Property,Bank_Transfer,Masvingo,0
XH24704,3,13/10/2024,3/11/2024,18/12/2024,27/4/2026,1105.26,78.33,18,Monthly,Rent,Female,18-Sep-85,Married,1,Education,34,366.7,1,Guarantor,Bank_Transfer,Mashonaland_West,0
ZX49869,0,11/3/2025,1/4/2025,27/4/2025,22/3/2027,2885.39,116.24,24,Monthly,Personal,Male,28-May-96,Married,3,NGO,72,768.13,0,Savings,EcoCash,Manicaland,0
OE44169,0,2/11/2024,13/11/2024,24/12/2024,11/2/2025,4832.63,17.05,3,Bi-Weekly,Stock_Purchase,Female,16-May-72,Married,,Manufacturing,26,587.78,2,None,EcoCash,Harare,0
WN04418,1,27/1/2025,28/1/2025,6/3/2025,22/7/2026,12069.18,124.54,18,Monthly,Stock_Purchase,Male,27-Jun-93,Single,2,Finance,89,769.44,4,None,EcoCash,Manicaland,0
DM18699,1,19/11/2025,20/11/2025,16/12/2025,15/11/2026,11710.53,13.89,12,Monthly,Stock_Purchase,Female,21-Jul-04,Single,1,NGO,16,877.67,1,Guarantor,OneMoney,Manicaland,0
GU07769,3,29/1/2025,1/2/2025,16/3/2025,27/1/2026,1797.44,13.32,12,Monthly,Personal,Male,8-Sep-06,Single,0,Transport,3,,1,Guarantor,Cash,Manicaland,0
XA35890,1,10/11/2025,27/11/2025,5/1/2026,22/11/2026,6557.78,17.73,12,Monthly,Business_Expansion,Female,6-Jul-81,Divorced,,Retail_Trade,117,610.63,0,Vehicle,Bank_Transfer,Harare,0
EJ52675,0,22/1/2026,25/1/2026,19/2/2026,24/7/2026,1603.19,15.96,6,Monthly,Farming_Inputs,Female,12-Dec-75,Divorced,5,Agriculture,62,238.51,0,None,EcoCash,Matabeleland_South,0
NL42381,1,24/12/2025,11/1/2026,16/2/2026,10/7/2026,4148.5,82.3,6,Weekly,Business_Expansion,Male,3-Jun-74,Married,6,Informal_Sector,37,,2,Property,EcoCash,Matabeleland_South,1
VU21855,3,21/10/2025,26/10/2025,27/11/2025,19/4/2027,911.31,14.26,18,Monthly,School_Fees,Female,8-Dec-92,Married,2,Education,46,331.66,1,Guarantor,Bank_Transfer,Mashonaland_West,0
NR73105,1,5/4/2025,25/4/2025,22/5/2025,9/4/2028,13520.13,15.2,36,Monthly,Equipment,Male,12-Aug-06,Single,1,Retail_Trade,10,642.47,0,Guarantor,Cash,Mashonaland_West,0
SY26385,3,7/4/2025,12/4/2025,10/5/2025,9/10/2025,3080.71,12.99,6,Monthly,Medical,Male,19-Oct-99,Divorced,3,Retail_Trade,17,1019.22,2,Savings,InnBucks,Manicaland,0
BV12610,4,7/8/2025,19/8/2025,23/9/2025,9/8/2027,15765.89,15.69,24,Monthly,Vehicle,Female,30-Aug-62,Divorced,3,,27,615.44,0,Property,EcoCash,Harare,0
WM36478,2,8/12/2024,12/12/2024,22/1/2025,5/6/2026,4191.37,75.19,18,Monthly,Farming_Inputs,Female,28-May-62,Widowed,5,Retail_Trade,,585.37,1,Livestock,EcoCash,Midlands,1
TI98769,3,17/12/2025,30/12/2025,26/1/2026,25/12/2026,784.48,15.12,12,Bi-Weekly,Personal,Male,14-Mar-75,Widowed,7,Informal_Sector,43,289.8,4,None,Bank_Transfer,Harare,0
LM38101,1,29/6/2025,11/7/2025,23/8/2025,1/7/2027,4497.23,83.28,24,Monthly,Equipment,Female,25-Apr-78,Divorced,8,Government,62,221.86,1,None,OneMoney,Manicaland,1
MI27312,3,3/2/2025,10/2/2025,22/3/2025,9/8/2025,4468.93,17.41,6,Monthly,School_Fees,Male,10-Mar-91,Married,6,Retail_Trade,142,1113.83,4,Savings,Bank_Transfer,Midlands,0
XM78299,3,25/1/2026,26/1/2026,27/2/2026,21/1/2027,1191.24,15.1,12,Monthly,Medical,Female,26-Mar-06,Single,0,Informal_Sector,8,,2,Guarantor,EcoCash,Mashonaland_East,0
DU20556,3,22/10/2024,1/11/2024,8/12/2024,27/10/2025,1794.03,15.31,12,Bi-Weekly,Medical,Female,9-Apr-06,Single,0,Education,19,658.68,4,None,OneMoney,Bulawayo,0
MI25408,0,1/7/2025,5/7/2025,18/8/2025,1/1/2026,1459.02,93.43,6,Monthly,Vehicle,Male,21-Dec-69,Divorced,0,Government,98,321.45,2,None,EcoCash,Mashonaland_West,0
VW82364,3,16/2/2026,21/2/2026,18/3/2026,11/2/2028,505.24,15.36,24,Monthly,Personal,Male,23-Sep-93,Single,3,Agriculture,67,185.33,3,Savings,InnBucks,Midlands,0
LP71360,3,9/10/2025,18/10/2025,15/11/2025,16/4/2026,525.82,15.26,6,Monthly,Medical,Female,4-Jun-85,Divorced,1,Agriculture,,154.66,0,Property,EcoCash,Manicaland,0
CD96440,0,15/12/2025,16/12/2025,23/1/2026,9/6/2027,1566.4,15.96,18,Monthly,Equipment,Male,26-Jan-81,Married,5,Construction,59,488.49,1,None,Cash,Mashonaland_Central,0
FR94264,3,28/4/2025,16/5/2025,28/6/2025,11/5/2026,1620.05,19.19,12,Monthly,Medical,Male,19-Mar-69,Married,5,,36,383.37,0,Savings,EcoCash,Manicaland,0
SA60121,1,1/1/2026,2/1/2026,3/2/2026,26/6/2027,6116,15.3,18,Monthly,Stock_Purchase,Male,6-Apr-84,Divorced,4,Government,228,630.59,1,Savings,EcoCash,Harare,0
RQ14685,0,12/10/2024,27/10/2024,26/11/2024,25/1/2025,1139.54,14.88,3,Monthly,Working_Capital,Male,14-Dec-66,Divorced,3,Manufacturing,73,416.8,1,None,InnBucks,Masvingo,0
ZP67843,0,3/12/2024,20/12/2024,2/2/2025,20/3/2025,1373.63,14.27,3,Weekly,Stock_Purchase,Male,3-May-87,Married,3,Agriculture,30,280.97,0,Savings,EcoCash,Bulawayo,0
JC77859,1,9/11/2024,10/11/2024,21/12/2024,9/5/2025,9167.72,80.53,6,Monthly,Working_Capital,Male,10-Sep-83,Widowed,4,Mining,9,1511.32,5,Property,Bank_Transfer,Harare,1
LN26694,0,6/3/2025,15/3/2025,18/4/2025,6/9/2026,879.27,15.99,18,Monthly,Working_Capital,Male,25-Aug-71,Widowed,2,Informal_Sector,10,157.51,3,None,Cash,Manicaland,1
IR94165,0,13/2/2025,20/2/2025,21/3/2025,15/2/2026,1093.27,13.65,12,Monthly,School_Fees,Female,10-Oct-02,Married,,Agriculture,26,287.67,1,Livestock,InnBucks,Manicaland,0
EK48150,1,3/8/2025,7/8/2025,11/9/2025,28/7/2027,3311.38,125.41,24,Monthly,Stock_Purchase,Female,19-Apr-95,Single,5,Informal_Sector,21,164.09,8,Guarantor,InnBucks,Harare,1
FU65794,1,15/4/2025,26/4/2025,4/6/2025,18/10/2026,39650.47,89.98,18,Monthly,Business_Expansion,Male,30-Aug-95,Divorced,3,Finance,,1705.24,4,,Bank_Transfer,Manicaland,1
WA68880,2,27/4/2025,13/5/2025,14/6/2025,9/11/2025,6816.02,13.77,6,Monthly,Working_Capital,Male,23-Aug-77,Single,2,Telecom,100,2275.74,0,Guarantor,EcoCash,Harare,0
OF22308,1,29/9/2025,30/9/2025,10/11/2025,25/9/2026,41245.73,103.58,12,Weekly,Stock_Purchase,Male,28-Jul-94,Married,4,Telecom,61,1672.64,3,Vehicle,InnBucks,Mashonaland_West,0
AK34310,4,19/12/2025,29/12/2025,27/1/2026,13/12/2028,11996.88,103.84,36,Bi-Weekly,Home_Improvement,Male,30-Jun-67,Married,4,Government,32,347.19,0,,Bank_Transfer,Manicaland,0
VD01301,0,4/10/2025,8/10/2025,20/11/2025,6/1/2026,2023.62,161.76,3,Monthly,Personal,Female,22-Apr-95,Single,3,Healthcare,48,678.16,1,Guarantor,Bank_Transfer,Matabeleland_North,1
FQ40439,1,12/5/2025,20/5/2025,16/6/2025,15/5/2026,10295.61,140.84,12,Monthly,Business_Expansion,Male,17-Nov-66,Married,3,Informal_Sector,8,431.41,2,Guarantor,Bank_Transfer,Bulawayo,0
KS26776,0,3/5/2025,20/5/2025,18/6/2025,16/11/2025,317.38,147.84,6,Monthly,Wedding,Female,19-Oct-77,Married,4,Informal_Sector,42,129.41,0,None,InnBucks,Masvingo,1
FX96653,1,27/9/2024,1/10/2024,14/11/2024,25/3/2026,4235.6,13.44,18,Monthly,Working_Capital,Female,12-Apr-71,Married,3,Construction,86,616.3,1,Vehicle,InnBucks,Bulawayo,0
JF24775,2,19/5/2025,29/5/2025,13/7/2025,23/2/2026,5345.21,12.39,9,Monthly,Equipment,Male,11-Nov-71,Single,,Government,112,779.93,0,Guarantor,EcoCash,Mashonaland_West,0
KS15522,0,7/8/2025,12/8/2025,24/9/2025,3/2/2027,398.27,103.33,18,Monthly,Livestock,Male,18-Feb-96,Married,3,Informal_Sector,26,165.05,0,Vehicle,InnBucks,Mashonaland_West,0
JL71167,0,6/1/2025,12/1/2025,15/2/2025,7/1/2026,797.84,138.31,12,Monthly,Rent,Male,20-Dec-72,Married,5,Agriculture,126,346.83,2,None,EcoCash,Mashonaland_Central,1
WW60441,0,3/4/2025,11/4/2025,15/5/2025,8/10/2025,5638.01,117.16,6,Weekly,Medical,Male,16-May-68,Married,7,NGO,126,1478.88,1,Guarantor,EcoCash,Midlands,0
RI83279,1,30/3/2025,6/4/2025,5/5/2025,3/10/2025,5623.97,118.81,6,Monthly,Equipment,Male,13-Oct-70,Single,3,Education,,362.23,1,Vehicle,Bank_Transfer,Bulawayo,0
IE17443,2,20/5/2025,10/6/2025,13/7/2025,5/6/2026,4725,120.3,12,Monthly,Working_Capital,Male,22-Apr-78,Single,4,Informal_Sector,2,642.06,2,Livestock,Bank_Transfer,Harare,0
VY34184,4,23/12/2025,12/1/2026,14/2/2026,7/1/2027,2683.13,16.19,12,Monthly,Home_Improvement,Female,4-Nov-97,Single,,Agriculture,33,132.67,0,Guarantor,EcoCash,Mashonaland_West,1
AI20673,5,22/6/2025,26/6/2025,8/8/2025,25/8/2025,473.25,134.89,2,Bi-Weekly,Personal,Male,28-Sep-75,Married,5,Agriculture,44,399.27,2,Livestock,OneMoney,Matabeleland_South,0
TG69256,1,2/9/2025,21/9/2025,25/10/2025,11/9/2027,5347.28,104.3,24,Monthly,Working_Capital,Male,19-Oct-03,Single,0,Construction,11,977.27,4,Property,Bank_Transfer,Mashonaland_Central,0
MQ44189,4,12/12/2024,20/12/2024,1/2/2025,5/12/2027,5898.19,81.41,36,Weekly,Equipment,Male,16-Oct-82,Married,3,Retail_Trade,128,433.52,3,Savings,InnBucks,Bulawayo,1
AZ24693,1,6/7/2025,12/7/2025,26/8/2025,3/1/2027,6151.75,104.94,18,Monthly,Business_Expansion,Male,18-Mar-08,Single,1,Retail_Trade,1,472.78,1,Guarantor,InnBucks,Bulawayo,0
GO68516,0,27/8/2025,30/8/2025,25/9/2025,20/8/2027,1946.17,108.74,24,Monthly,Wedding,Male,6-May-80,Married,3,Manufacturing,106,657.35,1,None,EcoCash,Masvingo,0
QS50732,2,14/12/2024,23/12/2024,28/1/2025,18/12/2025,7708.86,119.72,12,Monthly,Equipment,Male,18-Dec-83,Married,3,Education,120,446.39,5,Property,Cash,Mashonaland_East,1
OA23194,4,8/6/2025,19/6/2025,1/8/2025,9/6/2027,15406.9,108.11,24,Monthly,Vehicle,Female,26-Feb-65,Widowed,1,NGO,29,1607.23,2,Livestock,InnBucks,Manicaland,0
EN47069,1,3/2/2026,14/2/2026,22/3/2026,13/8/2026,3480.52,113.4,6,Monthly,Business_Expansion,Male,26-Mar-99,Married,2,,17,453.28,0,Savings,OneMoney,Manicaland,0
FG12883,3,2/1/2025,8/1/2025,10/2/2025,29/12/2026,476.59,11.01,24,Monthly,School_Fees,Male,30-Jan-61,Married,7,Retail_Trade,51,165.22,3,Guarantor,EcoCash,Mashonaland_Central,0
TD25043,2,9/1/2026,18/1/2026,18/2/2026,8/1/2028,1554.43,15.37,24,Monthly,Farming_Inputs,Male,2-Dec-82,Widowed,4,Informal_Sector,33,213.17,1,None,Bank_Transfer,Harare,0
CV16005,0,6/10/2025,19/10/2025,20/11/2025,12/4/2027,511.07,125.7,18,Monthly,Vehicle,Male,16-Mar-66,Married,4,Agriculture,44,88.21,1,Guarantor,EcoCash,Harare,1
PB82558,1,27/11/2025,3/12/2025,28/12/2025,23/11/2027,1923.51,12.56,24,Monthly,Stock_Purchase,Male,26-Sep-96,Divorced,3,Informal_Sector,46,181.55,2,,InnBucks,Mashonaland_West,0
HK22981,0,14/4/2025,28/4/2025,4/6/2025,25/10/2025,666.58,18.55,6,Monthly,,Male,25-Aug-60,Married,4,Transport,31,,2,None,Bank_Transfer,Bulawayo,0
VH61429,2,22/12/2025,2/1/2026,2/2/2026,23/12/2027,1102.89,17.15,24,Monthly,Equipment,Female,3-Jun-94,Married,2,Retail_Trade,77,127.43,2,Livestock,EcoCash,Mashonaland_East,1
AC30408,3,15/10/2025,17/10/2025,11/11/2025,7/10/2027,3866.69,15.49,24,Monthly,School_Fees,Female,27-Aug-05,Single,0,Retail_Trade,12,968.35,0,,Bank_Transfer,Bulawayo,1
HP47252,0,26/12/2025,1/1/2026,3/2/2026,30/6/2026,4055.65,109.76,6,Monthly,Vehicle,Female,12-Sep-96,Married,0,Education,,650.02,0,Guarantor,EcoCash,Harare,0
TP94041,0,31/1/2025,14/2/2025,28/3/2025,8/8/2026,6864.16,15.51,18,Monthly,School_Fees,Female,21-Dec-69,Married,2,Retail_Trade,86,821.97,0,Guarantor,EcoCash,Bulawayo,0
LQ02222,4,4/4/2025,5/4/2025,8/5/2025,31/3/2026,5950.73,20.62,12,Monthly,Equipment,Female,2-Jan-92,Married,6,Education,105,415.77,1,Savings,InnBucks,Midlands,1
JX50833,3,23/11/2024,29/11/2024,28/12/2024,19/11/2026,604.53,14.84,24,Monthly,Medical,Male,16-Apr-87,Single,1,Healthcare,19,261.14,2,Guarantor,EcoCash,Midlands,1
LX19250,3,3/10/2025,7/10/2025,1/11/2025,27/9/2027,1008.69,19.6,24,Monthly,Rent,Male,3-Jan-07,,0,Informal_Sector,5,495.29,2,Guarantor,EcoCash,Mashonaland_East,0
YL40594,1,9/2/2026,26/2/2026,27/3/2026,20/8/2027,7240.04,13.38,18,Monthly,,Male,12-Oct-65,Divorced,1,Mining,28,1032.38,1,,Bank_Transfer,Matabeleland_South,1
OP83038,0,19/1/2025,2/2/2025,27/2/2025,28/1/2026,2817.06,126.04,12,Monthly,Working_Capital,Female,19-May-78,Married,8,Construction,69,436.39,4,Guarantor,EcoCash,Harare,0
JJ28437,3,13/5/2025,17/5/2025,26/6/2025,12/5/2026,2709.85,12.82,12,Monthly,Personal,Male,18-Jul-89,Single,3,Construction,167,903.76,3,Guarantor,EcoCash,Manicaland,0
GT68281,0,23/7/2025,3/8/2025,2/9/2025,1/11/2025,801.93,14.49,3,Monthly,Debt_Consolidation,Male,25-Apr-03,Single,2,Manufacturing,10,356.12,2,None,EcoCash,Mashonaland_Central,0
FP80013,2,18/12/2025,8/1/2026,2/2/2026,29/12/2027,6390.01,88.94,24,Weekly,Farming_Inputs,Male,1-May-83,Divorced,,Finance,41,956.57,1,Property,OneMoney,Harare,0
UB45274,1,13/10/2024,17/10/2024,13/11/2024,12/10/2025,4261.85,95.12,12,Monthly,Equipment,Female,8-Sep-90,Single,2,Informal_Sector,6,,0,,EcoCash,Masvingo,1
GM22527,3,20/8/2025,1/9/2025,4/10/2025,28/2/2026,1326.31,16.62,6,Monthly,Medical,Female,23-Feb-97,Single,0,Healthcare,66,302.64,1,None,Cash,Manicaland,0
QU13403,2,31/5/2025,1/6/2025,16/7/2025,28/11/2025,4033.78,123.32,6,Bi-Weekly,Farming_Inputs,Female,30-Sep-73,Divorced,4,Retail_Trade,170,450.69,4,Guarantor,EcoCash,Manicaland,0
BL24558,5,28/10/2025,18/11/2025,28/12/2025,17/5/2026,469.97,136.72,6,Weekly,Funeral,Male,1-Feb-97,Single,4,Agriculture,42,315.38,1,Savings,Bank_Transfer,Midlands,0
WE39603,1,24/9/2025,25/9/2025,6/11/2025,15/9/2027,2489.67,107.77,24,Monthly,Business_Expansion,Female,26-Oct-67,Single,4,Informal_Sector,41,,2,Guarantor,EcoCash,Masvingo,0
GX18574,1,8/11/2024,22/11/2024,26/12/2024,17/11/2025,8773.83,17.2,12,Monthly,Business_Expansion,Male,19-Sep-03,Single,1,Government,34,435.89,0,Guarantor,OneMoney,Harare,0
EZ39982,5,9/12/2024,12/12/2024,23/1/2025,12/3/2025,181.06,170,3,Bi-Weekly,Personal,Female,9-Aug-82,Married,,,74,103.56,0,Property,Bank_Transfer,Midlands,0
VE88260,1,15/2/2026,16/2/2026,20/3/2026,31/1/2029,2921.58,80,36,Monthly,Working_Capital,Female,21-Jul-89,Married,3,Retail_Trade,21,336.94,1,,Bank_Transfer,Mashonaland_West,1
WD35378,1,11/7/2025,17/7/2025,15/8/2025,12/7/2026,19043.4,12.62,12,Monthly,Working_Capital,Male,15-Sep-98,Single,4,Construction,17,767.31,0,Livestock,OneMoney,Matabeleland_North,1
GL88731,5,19/9/2025,30/9/2025,26/10/2025,30/10/2025,578.05,143.59,1,Bi-Weekly,Medical,Male,9-Sep-00,Divorced,2,Retail_Trade,,533.15,3,Vehicle,Cash,Bulawayo,1
TG46383,3,31/10/2025,20/11/2025,28/12/2025,14/5/2027,800.49,103.64,18,Bi-Weekly,Rent,Male,13-Mar-62,Divorced,3,Transport,83,280.92,4,Savings,Cash,Harare,0
SV24327,0,15/12/2025,18/12/2025,28/1/2026,13/12/2026,845.01,121.23,12,Monthly,Working_Capital,Male,24-Dec-70,Widowed,3,Manufacturing,136,277.75,0,Property,InnBucks,Manicaland,0
NO95585,0,21/11/2024,6/12/2024,19/1/2025,30/5/2026,3469.26,121.06,18,Monthly,Livestock,Male,19-Jun-05,Widowed,1,Retail_Trade,16,961.38,2,Savings,InnBucks,Manicaland,1
LU04256,2,2/12/2025,20/12/2025,3/2/2026,16/9/2026,626.38,129.35,9,Weekly,Livestock,Male,1-Sep-92,Married,1,Agriculture,45,222.13,0,Livestock,InnBucks,Harare,0
HK46304,0,12/8/2025,23/8/2025,7/10/2025,13/8/2027,2444.92,150.78,24,Weekly,Medical,Female,17-May-76,Married,4,Transport,44,901.12,0,None,EcoCash,Matabeleland_South,0
AN93515,0,26/4/2025,6/5/2025,3/6/2025,1/5/2026,998.95,132.04,12,Monthly,Medical,Male,17-Oct-84,Married,4,Manufacturing,97,192.53,2,None,Cash,Mashonaland_Central,0
FC00932,0,25/10/2025,15/11/2025,13/12/2025,14/5/2026,3445.51,14.46,6,Monthly,Livestock,Male,15-Oct-90,Married,0,Transport,53,826.02,1,None,Cash,Manicaland,0
PN80478,0,10/2/2026,19/2/2026,23/3/2026,14/2/2027,1648.28,17.1,12,Monthly,Equipment,Male,22-Nov-88,Married,2,Retail_Trade,98,,6,Savings,EcoCash,Matabeleland_South,1
UQ87005,0,31/3/2025,3/4/2025,2/5/2025,29/3/2026,4575.28,93.99,12,Monthly,Home_Improvement,Male,15-Jun-69,Single,3,Healthcare,82,586.4,4,None,Cash,Mashonaland_Central,1
ID68730,3,12/1/2026,27/1/2026,23/2/2026,22/1/2027,482.1,11.58,12,Monthly,Debt_Consolidation,Female,28-Sep-92,Single,4,Informal_Sector,15,320.24,4,Guarantor,EcoCash,Masvingo,0
VS00001,3,25/9/2025,8/10/2025,11/11/2025,6/4/2026,1002.19,16.69,6,Monthly,School_Fees,Female,17-Apr-85,Widowed,2,Informal_Sector,36,201.91,1,None,InnBucks,Harare,1
PD79206,0,29/11/2025,10/12/2025,5/1/2026,5/12/2026,165.59,111.22,12,Monthly,Medical,Male,5-Jul-60,Married,4,Informal_Sector,38,48.35,1,Property,Bank_Transfer,Mashonaland_West,0
ZJ16015,3,21/11/2025,30/11/2025,27/12/2025,25/11/2026,871.79,16.71,12,Monthly,Personal,Male,10-May-77,Married,6,Agriculture,93,321.78,1,Vehicle,OneMoney,Mashonaland_West,0
RK85427,1,7/11/2024,28/11/2024,27/12/2024,18/11/2026,7008.78,80.24,24,Monthly,Equipment,Female,14-Aug-94,Single,1,Retail_Trade,43,573.92,1,Vehicle,EcoCash,Bulawayo,0
XL30515,1,18/10/2025,8/11/2025,7/12/2025,2/5/2027,5643.74,13.49,18,Monthly,Stock_Purchase,Male,4-Sep-94,Married,3,Retail_Trade,67,526.84,0,Property,InnBucks,Mashonaland_West,1
YZ98587,0,21/11/2024,23/11/2024,28/12/2024,17/5/2026,726.98,111.74,18,Monthly,Medical,Male,24-Feb-88,Married,3,Agriculture,31,191.39,3,,InnBucks,Harare,0
EQ88936,1,8/5/2025,21/5/2025,20/6/2025,17/11/2025,3095.48,107.42,6,Bi-Weekly,Stock_Purchase,Male,3-Oct-65,Married,5,,13,126.81,4,Guarantor,OneMoney,Mashonaland_Central,1
GU93189,0,20/7/2025,21/7/2025,20/8/2025,16/7/2026,484.72,112.28,12,Monthly,Debt_Consolidation,Male,11-Jan-03,Married,3,Informal_Sector,50,117.09,1,None,EcoCash,Harare,0
HD17661,0,28/2/2025,10/3/2025,22/4/2025,1/9/2026,4493.3,92.33,18,Monthly,Personal,Female,30-Nov-93,Married,3,Retail_Trade,37,780.28,3,Savings,InnBucks,Manicaland,0
DW77470,1,27/4/2025,8/5/2025,12/6/2025,3/5/2026,1224.94,110.75,12,Bi-Weekly,Business_Expansion,Male,10-Aug-79,Married,6,Agriculture,75,132.36,0,None,Cash,Manicaland,1
AI34162,2,14/5/2025,23/5/2025,19/6/2025,13/5/2027,2616.96,13.38,24,Monthly,Working_Capital,Male,13-Sep-02,Single,1,Transport,18,,0,,Cash,Harare,1
GA74589,0,5/5/2025,17/5/2025,27/6/2025,12/5/2026,800.02,143.82,12,Monthly,Business_Expansion,Male,23-Aug-69,Married,1,Transport,66,346.73,0,Savings,InnBucks,Midlands,0
SH63169,3,14/1/2026,15/1/2026,26/2/2026,10/1/2027,1139.57,12.49,12,Weekly,Medical,Male,1-Aug-69,Married,2,Transport,54,385.89,0,None,OneMoney,Harare,0
QH53411,3,25/4/2025,9/5/2025,5/6/2025,31/10/2026,1708.57,16.26,18,Monthly,School_Fees,Female,20-Apr-96,Single,0,Agriculture,7,379.9,4,Savings,EcoCash,Mashonaland_Central,0
PQ76076,0,12/7/2025,27/7/2025,24/8/2025,17/7/2027,1132.74,124.02,24,Monthly,Home_Improvement,Male,19-Oct-88,Married,4,Informal_Sector,50,319.16,2,Savings,OneMoney,Mashonaland_East,1
QJ32170,3,4/2/2025,15/2/2025,25/3/2025,14/8/2025,528.73,13.26,6,Bi-Weekly,Rent,Female,22-Apr-96,Married,4,Informal_Sector,,162.86,3,Property,OneMoney,Matabeleland_South,0
FH88176,1,7/3/2025,9/3/2025,3/4/2025,4/3/2026,16198.24,12.89,12,Monthly,Business_Expansion,Female,12-Jan-72,Married,7,Mining,69,919.02,2,Guarantor,EcoCash,Harare,0
IH46218,1,21/7/2025,26/7/2025,28/8/2025,22/1/2026,7473.55,136.38,6,Monthly,Business_Expansion,Female,1-Oct-86,Married,0,Retail_Trade,27,768.42,1,Guarantor,Bank_Transfer,Harare,0
SI47763,5,27/2/2025,16/3/2025,27/4/2025,14/6/2025,278.41,124,3,Monthly,Funeral,Male,30-Sep-02,Single,1,Agriculture,30,220.24,3,None,EcoCash,Harare,1
JA15395,3,2/1/2025,14/1/2025,8/2/2025,4/1/2027,2902.84,16.09,24,Monthly,Debt_Consolidation,Female,3-Sep-68,Widowed,3,Manufacturing,133,792.38,2,Guarantor,OneMoney,Manicaland,0
LH15983,0,26/1/2026,5/2/2026,19/3/2026,4/8/2026,1054.27,16.27,6,Monthly,Home_Improvement,Male,25-May-94,Married,3,Agriculture,64,304.7,3,Property,EcoCash,Masvingo,0
WF55992,3,7/4/2025,26/4/2025,1/6/2025,16/4/2027,1067.69,15.84,24,Weekly,,Male,29-May-72,Divorced,4,Healthcare,51,426.96,0,None,EcoCash,Mashonaland_Central,1
BO28349,1,21/5/2025,1/6/2025,1/7/2025,27/5/2026,1509.72,106.34,12,Monthly,Business_Expansion,Female,1-Jan-04,Divorced,1,Agriculture,17,128.82,2,Livestock,Bank_Transfer,Mashonaland_Central,1
CU32786,4,29/11/2025,20/12/2025,28/1/2026,15/12/2026,1694.93,14.82,12,Monthly,Home_Improvement,Male,23-Jun-73,Single,2,Agriculture,105,204.55,1,Property,EcoCash,Midlands,0
GT04315,3,1/12/2025,15/12/2025,23/1/2026,10/12/2026,1722.08,13.95,12,Monthly,Rent,Female,5-Dec-91,Married,1,Informal_Sector,29,419.49,2,Guarantor,InnBucks,Manicaland,0
ZZ03756,2,24/10/2024,10/11/2024,9/12/2024,4/5/2026,2062.43,119.53,18,Monthly,Working_Capital,Female,16-Feb-73,Married,2,Transport,58,391.6,1,None,OneMoney,Harare,0
VS64517,3,20/12/2025,27/12/2025,10/2/2026,25/6/2026,1141.33,14.55,6,Weekly,Personal,Male,28-Nov-71,Married,5,Informal_Sector,3,351.56,2,Guarantor,Bank_Transfer,Bulawayo,0
NA17901,0,12/7/2025,23/7/2025,18/8/2025,21/10/2025,4812.98,114.19,3,Monthly,Vehicle,Male,20-Feb-79,Married,6,Telecom,86,1092.14,2,Savings,OneMoney,Matabeleland_South,0
GD06486,2,11/2/2025,2/3/2025,28/3/2025,25/2/2026,1640.05,94.55,12,Monthly,Farming_Inputs,Male,25-Jun-86,Married,5,Government,171,502.64,4,Property,EcoCash,Mashonaland_Central,0
GL66313,1,11/12/2024,17/12/2024,27/1/2025,2/12/2027,10312.86,137.29,36,Monthly,Stock_Purchase,Female,4-May-03,Single,1,Retail_Trade,20,450.42,0,Vehicle,Bank_Transfer,Harare,0
XU44221,2,1/7/2025,2/7/2025,28/7/2025,29/12/2025,13391.93,115.58,6,Monthly,Working_Capital,Male,10-Apr-94,Married,0,Mining,10,,1,Property,Bank_Transfer,Manicaland,0
JB46042,0,24/10/2024,11/11/2024,11/12/2024,6/11/2025,2931.34,138.02,12,Monthly,Farming_Inputs,Female,8-Dec-89,Single,3,Agriculture,104,380.72,2,Guarantor,Bank_Transfer,Harare,0
HZ45049,0,31/12/2024,1/1/2025,28/1/2025,30/6/2025,3185.1,16.32,6,Monthly,Personal,Male,24-Apr-88,Single,1,Construction,120,588.16,0,Guarantor,Bank_Transfer,Bulawayo,0
GS21564,0,7/5/2025,14/5/2025,17/6/2025,9/5/2026,2058.72,131.77,12,Monthly,Farming_Inputs,Male,1-Mar-95,Married,4,Government,84,471.8,1,Savings,EcoCash,Manicaland,0
PR75849,3,12/5/2025,26/5/2025,8/7/2025,21/5/2026,6866.22,13.94,12,Monthly,School_Fees,Male,18-Apr-81,Widowed,2,NGO,81,1256.55,1,None,Bank_Transfer,Masvingo,0
LC23283,0,12/4/2025,3/5/2025,28/5/2025,28/4/2026,1617.38,16.3,12,Monthly,Personal,Female,23-Jul-83,Married,,Agriculture,122,,4,None,Cash,Harare,0
EA26071,3,14/12/2025,20/12/2025,1/2/2026,13/6/2027,4408.73,16.44,18,Monthly,Personal,Male,28-Nov-84,Married,4,Finance,82,846.24,1,Guarantor,EcoCash,Masvingo,0
OV69846,0,28/7/2025,2/8/2025,6/9/2025,29/1/2026,1247.28,152.43,6,Monthly,Medical,Female,24-Feb-70,Married,3,Agriculture,33,332.12,3,Vehicle,Cash,Harare,0
